
trip_id,user_id,age,visited_city,preferred_budget,preferred_avg_temp,culture,adventure,nature,beaches,nightlife,cuisine,wellness,urban,seclusion,rating
4253,765,20,Halifax,3,19.6,2,5,3,4,5,4,1,4,1,3.2
4254,765,20,Fraser Island,3,19.6,2,5,3,4,5,4,1,4,1,2.8
4255,765,20,Santa Cruz de la Sierra,3,19.6,2,5,3,4,5,4,1,4,1,3.3
4256,765,20,Lucca,3,19.6,2,5,3,4,5,4,1,4,1,3.6
4257,766,33,Kuching,1,16.3,5,4,2,4,5,4,0,5,2,3.3
4258,766,33,Dushanbe,1,16.3,5,4,2,4,5,4,0,5,2,3.3
4259,766,33,Kyoto,1,16.3,5,4,2,4,5,4,0,5,2,3.1
4260,766,33,Nelson,1,16.3,5,4,2,4,5,4,0,5,2,2.5
4261,767,25,Heidelberg,1,19.4,3,4,2,2,4,3,0,3,1,4.0
4262,767,25,Aarhus,1,19.4,3,4,2,2,4,3,0,3,1,4.5
4263,768,30,Sibiu,2,30.5,4,2,2,2,4,4,0,4,3,4.5
4264,768,30,Rennes,2,30.5,4,2,2,2,4,4,0,4,3,4.1
4265,769,70,Rostock,3,15.5,3,0,4,2,0,4,2,4,5,3.8
4266,769,70,Cuzco,3,15.5,3,0,4,2,0,4,2,4,5,3.3
4267,769,70,Luxembourg City,3,15.5,3,0,4,2,0,4,2,4,5,3.1
4268,769,70,San Antonio,3,15.5,3,0,4,2,0,4,2,4,5,4.1
4269,769,70,Crete,3,15.5,3,0,4,2,0,4,2,4,5,3.5
4270,769,70,Strasbourg,3,15.5,3,0,4,2,0,4,2,4,5,3.2
4271,769,70,Salalah,3,15.5,3,0,4,2,0,4,2,4,5,3.1
4272,769,70,Lviv,3,15.5,3,0,4,2,0,4,2,4,5,3.9
4273,770,25,Isle of Skye,2,27.4,3,5,2,2,3,3,0,3,0,4.0
4274,770,25,Lisbon,2,27.4,3,5,2,2,3,3,0,3,0,3.7
4275,770,25,Khiva,2,27.4,3,5,2,2,3,3,0,3,0,4.3
4276,770,25,Siwa Oasis,2,27.4,3,5,2,2,3,3,0,3,0,3.9
4277,770,25,Bled,2,27.4,3,5,2,2,3,3,0,3,0,4.2
4278,770,25,Sibiu,2,27.4,3,5,2,2,3,3,0,3,0,4.4
4279,770,25,Cali,2,27.4,3,5,2,2,3,3,0,3,0,3.7
4280,770,25,Split,2,27.4,3,5,2,2,3,3,0,3,0,3.5
4281,770,25,Varanasi,2,27.4,3,5,2,2,3,3,0,3,0,4.0
4282,770,25,San Pedro de Atacama,2,27.4,3,5,2,2,3,3,0,3,0,4.0
4283,771,44,Hiroshima,2,25.1,4,1,4,3,1,4,2,2,1,3.8
4284,771,44,Calgary,2,25.1,4,1,4,3,1,4,2,2,1,3.4
4285,771,44,Maputo,2,25.1,4,1,4,3,1,4,2,2,1,3.7
4286,771,44,Iquitos,2,25.1,4,1,4,3,1,4,2,2,1,3.8
4287,771,44,Ohrid,2,25.1,4,1,4,3,1,4,2,2,1,4.1
4288,771,44,Sarajevo,2,25.1,4,1,4,3,1,4,2,2,1,3.9
4289,771,44,Bordeaux,2,25.1,4,1,4,3,1,4,2,2,1,3.5
4290,771,44,London,2,25.1,4,1,4,3,1,4,2,2,1,3.7
4291,771,44,Christchurch,2,25.1,4,1,4,3,1,4,2,2,1,3.5
4292,771,44,Durban,2,25.1,4,1,4,3,1,4,2,2,1,3.8
4293,772,25,Toulouse,2,26.2,1,3,4,4,4,4,1,5,2,3.6
4294,772,25,Malmö,2,26.2,1,3,4,4,4,4,1,5,2,3.5
4295,772,25,Quebec City,2,26.2,1,3,4,4,4,4,1,5,2,3.6
4296,772,25,Marrakesh,2,26.2,1,3,4,4,4,4,1,5,2,3.6
4297,772,25,Fès,2,26.2,1,3,4,4,4,4,1,5,2,3.4
4298,773,34,Tehran,2,20.1,2,1,2,3,4,3,1,4,2,4.5
4299,773,34,Hiroshima,2,20.1,2,1,2,3,4,3,1,4,2,4.4
4300,774,33,Antwerp,1,19.2,4,3,2,4,2,5,0,3,3,4.0
4301,774,33,Piran,1,19.2,4,3,2,4,2,5,0,3,3,4.1
4302,775,48,Sidi Bou Said,2,14.5,3,1,5,4,1,4,2,2,3,3.0
4303,775,48,Bagan,2,14.5,3,1,5,4,1,4,2,2,3,3.1
4304,775,48,Ushuaia,2,14.5,3,1,5,4,1,4,2,2,3,3.7
4305,775,48,Washington DC,2,14.5,3,1,5,4,1,4,2,2,3,3.1
4306,775,48,Prague,2,14.5,3,1,5,4,1,4,2,2,3,3.1
4307,775,48,Queenstown,2,14.5,3,1,5,4,1,4,2,2,3,3.8
4308,775,48,Austin,2,14.5,3,1,5,4,1,4,2,2,3,3.7
4309,776,19,Maun,1,21.2,3,4,3,2,4,3,1,3,0,3.4
4310,776,19,Perth,1,21.2,3,4,3,2,4,3,1,3,0,3.9
4311,776,19,Harbin,1,21.2,3,4,3,2,4,3,1,3,0,3.7
4312,776,19,Shanghai,1,21.2,3,4,3,2,4,3,1,3,0,3.3
4313,776,19,Vilamoura,1,21.2,3,4,3,2,4,3,1,3,0,4.3
4314,777,20,Strasbourg,2,21.0,2,4,2,5,4,5,2,5,0,3.2
4315,777,20,Suzhou,2,21.0,2,4,2,5,4,5,2,5,0,3.3
4316,777,20,Monaco,2,21.0,2,4,2,5,4,5,2,5,0,3.3
4317,777,20,San Cristobal,2,21.0,2,4,2,5,4,5,2,5,0,3.2
4318,778,28,Launceston,2,24.4,4,4,1,3,3,3,1,5,0,3.7
4319,778,28,Oslo,2,24.4,4,4,1,3,3,3,1,5,0,3.1
4320,778,28,Praia,2,24.4,4,4,1,3,3,3,1,5,0,3.2
4321,778,28,Darwin,2,24.4,4,4,1,3,3,3,1,5,0,4.0
4322,778,28,Charlottetown,2,24.4,4,4,1,3,3,3,1,5,0,3.7
4323,778,28,Taipei,2,24.4,4,4,1,3,3,3,1,5,0,4.0
4324,778,28,Seattle,2,24.4,4,4,1,3,3,3,1,5,0,3.6
4325,779,51,Cancun,2,17.4,3,2,3,2,1,2,3,3,2,3.0
4326,779,51,Oaxaca City,2,17.4,3,2,3,2,1,2,3,3,2,4.3
4327,780,18,Hallstatt,2,15.3,3,3,2,3,5,3,0,5,0,4.2
4328,780,18,Menorca,2,15.3,3,3,2,3,5,3,0,5,0,3.5
4329,780,18,San Sebastián,2,15.3,3,3,2,3,5,3,0,5,0,4.2
4330,780,18,Fraser Island,2,15.3,3,3,2,3,5,3,0,5,0,3.9
4331,781,51,Port Douglas,3,20.3,4,2,3,2,0,3,4,2,2,3.8
4332,781,51,Niagara Falls,3,20.3,4,2,3,2,0,3,4,2,2,4.4
4333,781,51,Cairo,3,20.3,4,2,3,2,0,3,4,2,2,4.2
4334,781,51,Brussels,3,20.3,4,2,3,2,0,3,4,2,2,4.0
4335,781,51,Banff,3,20.3,4,2,3,2,0,3,4,2,2,2.7
4336,781,51,Zion National Park,3,20.3,4,2,3,2,0,3,4,2,2,4.3
4337,781,51,Ottawa,3,20.3,4,2,3,2,0,3,4,2,2,4.5
4338,782,27,Bandung,3,28.0,4,4,2,2,2,4,2,4,0,4.3
4339,782,27,Salalah,3,28.0,4,4,2,2,2,4,2,4,0,3.9
4340,782,27,Malaga,3,28.0,4,4,2,2,2,4,2,4,0,4.0
4341,782,27,Dunedin,3,28.0,4,4,2,2,2,4,2,4,0,3.8
4342,783,27,Frankfurt,3,24.6,4,3,3,5,3,3,1,4,0,3.3
4343,783,27,Cologne,3,24.6,4,3,3,5,3,3,1,4,0,3.7
4344,783,27,Chiang Mai,3,24.6,4,3,3,5,3,3,1,4,0,3.4
4345,783,27,Tulum,3,24.6,4,3,3,5,3,3,1,4,0,4.2
4346,783,27,Menorca,3,24.6,4,3,3,5,3,3,1,4,0,3.1
4347,783,27,Yaoundé,3,24.6,4,3,3,5,3,3,1,4,0,3.8
4348,783,27,Krabi,3,24.6,4,3,3,5,3,3,1,4,0,3.2
4349,783,27,Ubud,3,24.6,4,3,3,5,3,3,1,4,0,3.4
4350,784,24,New York City,3,20.8,2,3,2,2,3,3,0,5,0,4.6
4351,784,24,Papeete,3,20.8,2,3,2,2,3,3,0,5,0,4.9
4352,784,24,Strasbourg,3,20.8,2,3,2,2,3,3,0,5,0,4.3
4353,784,24,Byron Bay,3,20.8,2,3,2,2,3,3,0,5,0,3.3
4354,784,24,Odessa,3,20.8,2,3,2,2,3,3,0,5,0,4.3
4355,784,24,Port Louis,3,20.8,2,3,2,2,3,3,0,5,0,4.7
4356,784,24,Ankara,3,20.8,2,3,2,2,3,3,0,5,0,4.3
4357,784,24,Antigua,3,20.8,2,3,2,2,3,3,0,5,0,4.6
4358,784,24,Banff,3,20.8,2,3,2,2,3,3,0,5,0,3.6
4359,784,24,Surabaya,3,20.8,2,3,2,2,3,3,0,5,0,4.4
4360,785,50,Roseau,3,23.1,5,1,5,2,1,4,3,3,2,3.5
4361,785,50,Venice,3,23.1,5,1,5,2,1,4,3,3,2,4.1
4362,785,50,Macau,3,23.1,5,1,5,2,1,4,3,3,2,3.3
4363,786,25,Key West,3,30.9,2,5,4,3,4,2,1,4,0,3.4
4364,786,25,Beira,3,30.9,2,5,4,3,4,2,1,4,0,3.2
4365,786,25,Sal,3,30.9,2,5,4,3,4,2,1,4,0,3.0
4366,786,25,Antofagasta,3,30.9,2,5,4,3,4,2,1,4,0,3.4
4367,786,25,Ayers Rock,3,30.9,2,5,4,3,4,2,1,4,0,3.8
4368,787,40,San Cristóbal de las Casas,3,23.9,5,1,3,4,3,4,3,3,2,2.9
4369,787,40,Valparaíso,3,23.9,5,1,3,4,3,4,3,3,2,3.1
4370,787,40,Yellowstone National Park,3,23.9,5,1,3,4,3,4,3,3,2,3.2
4371,788,54,Vladivostok,3,13.8,5,0,2,4,1,2,5,1,3,3.3
4372,788,54,Bucharest,3,13.8,5,0,2,4,1,2,5,1,3,3.4
4373,788,54,Varanasi,3,13.8,5,0,2,4,1,2,5,1,3,3.4
4374,788,54,Plovdiv,3,13.8,5,0,2,4,1,2,5,1,3,3.6
4375,789,20,Monaco,1,29.9,2,5,3,3,4,3,0,3,1,3.1
4376,789,20,Casablanca,1,29.9,2,5,3,3,4,3,0,3,1,3.6
4377,790,38,Honolulu,2,22.1,3,3,3,2,3,5,2,3,1,4.0
4378,790,38,Cesky Krumlov,2,22.1,3,3,3,2,3,5,2,3,1,4.0
4379,790,38,Batumi,2,22.1,3,3,3,2,3,5,2,3,1,4.3
4380,790,38,Ha Long,2,22.1,3,3,3,2,3,5,2,3,1,4.1
4381,790,38,Búzios,2,22.1,3,3,3,2,3,5,2,3,1,4.2
4382,790,38,Yasawa Islands,2,22.1,3,3,3,2,3,5,2,3,1,3.9
4383,790,38,Yogyakarta,2,22.1,3,3,3,2,3,5,2,3,1,4.4
4384,791,30,Florence,2,24.0,3,4,4,4,3,4,0,5,2,3.7
4385,791,30,Castries,2,24.0,3,4,4,4,3,4,0,5,2,3.3
4386,791,30,Izmir,2,24.0,3,4,4,4,3,4,0,5,2,3.8
4387,792,52,Salento,3,28.9,4,1,3,3,1,3,3,1,4,3.5
4388,792,52,Tulum,3,28.9,4,1,3,3,1,3,3,1,4,2.6
4389,792,52,Iquitos,3,28.9,4,1,3,3,1,3,3,1,4,3.5
4390,792,52,Tromsø,3,28.9,4,1,3,3,1,3,3,1,4,4.2
4391,793,20,Funafuti,2,32.3,1,3,2,4,4,4,2,5,1,3.8
4392,793,20,Nicosia,2,32.3,1,3,2,4,4,4,2,5,1,4.1
4393,793,20,Belfast,2,32.3,1,3,2,4,4,4,2,5,1,4.3
4394,793,20,Chicago,2,32.3,1,3,2,4,4,4,2,5,1,3.7
4395,794,28,Catania,2,21.6,1,4,3,4,3,4,1,3,2,3.2
4396,794,28,Portland,2,21.6,1,4,3,4,3,4,1,3,2,4.0
4397,794,28,Montreal,2,21.6,1,4,3,4,3,4,1,3,2,4.0
4398,795,34,Luxor,3,35,2,4,1,2,2,4,1,3,1,4.8
4399,795,34,San Carlos de Bariloche,3,35,2,4,1,2,2,4,1,3,1,4.1
4400,795,34,Budapest,3,35,2,4,1,2,2,4,1,3,1,4.5
4401,795,34,Yaoundé,3,35,2,4,1,2,2,4,1,3,1,4.7
4402,795,34,Bergen,3,35,2,4,1,2,2,4,1,3,1,4.0
4403,795,34,Lausanne,3,35,2,4,1,2,2,4,1,3,1,4.4
4404,795,34,Panama City,3,35,2,4,1,2,2,4,1,3,1,4.2
4405,795,34,Adelaide,3,35,2,4,1,2,2,4,1,3,1,4.8
4406,795,34,Bled,3,35,2,4,1,2,2,4,1,3,1,4.2
4407,795,34,Sighisoara,3,35,2,4,1,2,2,4,1,3,1,4.4
4408,796,22,Tallinn,1,22.6,2,5,2,2,4,4,1,5,1,4.4
4409,796,22,Bagan,1,22.6,2,5,2,2,4,4,1,5,1,3.7
4410,797,42,Bergen,2,22.6,3,2,3,2,3,3,1,4,3,4.2
4411,797,42,Muscat,2,22.6,3,2,3,2,3,3,1,4,3,4.0
4412,797,42,Lyon,2,22.6,3,2,3,2,3,3,1,4,3,4.7
4413,798,51,Nelson,3,26.9,5,1,2,3,1,4,4,3,5,4.0
4414,798,51,Lucca,3,26.9,5,1,2,3,1,4,4,3,5,3.9
4415,798,51,Nashville,3,26.9,5,1,2,3,1,4,4,3,5,3.6
4416,798,51,New York City,3,26.9,5,1,2,3,1,4,4,3,5,4.1
4417,798,51,Trondheim,3,26.9,5,1,2,3,1,4,4,3,5,4.3
4418,798,51,Antofagasta,3,26.9,5,1,2,3,1,4,4,3,5,3.9
4419,799,29,Bandung,3,27.6,4,3,4,4,4,4,3,3,0,2.7
4420,799,29,Odessa,3,27.6,4,3,4,4,4,4,3,3,0,3.4
4421,799,29,Basseterre,3,27.6,4,3,4,4,4,4,3,3,0,3.0
4422,799,29,Las Vegas,3,27.6,4,3,4,4,4,4,3,3,0,2.9
4423,799,29,Lhasa,3,27.6,4,3,4,4,4,4,3,3,0,3.6
4424,800,27,Monaco,3,22.3,2,3,3,4,3,3,2,5,0,4.3
4425,800,27,Islamabad,3,22.3,2,3,3,4,3,3,2,5,0,3.5
4426,801,18,Oaxaca,1,22.9,1,5,3,4,4,3,0,3,1,3.7
4427,801,18,Delhi,1,22.9,1,5,3,4,4,3,0,3,1,3.6
4428,802,27,Papeete,3,21.4,1,3,2,4,5,5,2,3,1,3.7
4429,802,27,Windhoek,3,21.4,1,3,2,4,5,5,2,3,1,3.4
4430,802,27,Detroit,3,21.4,1,3,2,4,5,5,2,3,1,3.5
4431,802,27,Bordeaux,3,21.4,1,3,2,4,5,5,2,3,1,3.7
4432,803,34,Atlanta,3,22.8,2,2,4,4,2,5,0,5,2,4.4
4433,803,34,Taupo,3,22.8,2,2,4,4,2,5,0,5,2,3.8
4434,804,25,Machu Picchu,1,16.1,1,4,2,3,3,4,0,4,0,4.2
4435,804,25,Ayers Rock,1,16.1,1,4,2,3,3,4,0,4,0,4.4
4436,804,25,Reykjavik,1,16.1,1,4,2,3,3,4,0,4,0,3.2
4437,804,25,Brisbane,1,16.1,1,4,2,3,3,4,0,4,0,3.6
4438,804,25,Raleigh,1,16.1,1,4,2,3,3,4,0,4,0,4.2
4439,804,25,Athens,1,16.1,1,4,2,3,3,4,0,4,0,3.8
4440,804,25,Ashgabat,1,16.1,1,4,2,3,3,4,0,4,0,4.4
4441,804,25,Búzios,1,16.1,1,4,2,3,3,4,0,4,0,3.6
4442,804,25,Kampala,1,16.1,1,4,2,3,3,4,0,4,0,3.7
4443,804,25,Cork,1,16.1,1,4,2,3,3,4,0,4,0,3.9
4444,805,52,Wadi Rum,3,16.3,4,1,4,1,2,2,3,2,5,4.3
4445,805,52,Johannesburg,3,16.3,4,1,4,1,2,2,3,2,5,3.7
4446,805,52,Chiang Rai,3,16.3,4,1,4,1,2,2,3,2,5,4.1
4447,806,31,Sydney,2,27.0,5,1,2,3,4,4,3,3,2,3.3
4448,806,31,Rochester,2,27.0,5,1,2,3,4,4,3,3,2,4.0
4449,807,36,Charlotte,2,22.8,2,3,2,4,2,4,2,4,1,4.2
4450,807,36,Tirana,2,22.8,2,3,2,4,2,4,2,4,1,3.9
4451,807,36,Hiroshima,2,22.8,2,3,2,4,2,4,2,4,1,4.0
4452,807,36,Samarkand,2,22.8,2,3,2,4,2,4,2,4,1,4.9
4453,807,36,Amsterdam,2,22.8,2,3,2,4,2,4,2,4,1,3.6
4454,807,36,Funchal,2,22.8,2,3,2,4,2,4,2,4,1,4.6
4455,807,36,Memphis,2,22.8,2,3,2,4,2,4,2,4,1,4.4
4456,807,36,Zanzibar Town,2,22.8,2,3,2,4,2,4,2,4,1,4.3
4457,807,36,Pisa,2,22.8,2,3,2,4,2,4,2,4,1,4.3
4458,807,36,Cape Town,2,22.8,2,3,2,4,2,4,2,4,1,4.0
4459,808,39,Honiara,2,14.5,3,2,2,2,3,4,1,4,1,5.0
4460,808,39,Amritsar,2,14.5,3,2,2,2,3,4,1,4,1,4.6
4461,808,39,Libreville,2,14.5,3,2,2,2,3,4,1,4,1,4.3
4462,808,39,Freiburg,2,14.5,3,2,2,2,3,4,1,4,1,4.4
4463,808,39,Basseterre,2,14.5,3,2,2,2,3,4,1,4,1,4.5
4464,808,39,Auckland,2,14.5,3,2,2,2,3,4,1,4,1,4.2
4465,808,39,Salzburg,2,14.5,3,2,2,2,3,4,1,4,1,4.5
4466,809,23,Búzios,1,29.1,3,4,4,4,4,3,2,3,2,2.9
4467,809,23,San Jose,1,29.1,3,4,4,4,4,3,2,3,2,3.4
4468,809,23,San Pedro de Atacama,1,29.1,3,4,4,4,4,3,2,3,2,3.4
4469,809,23,Moorea,1,29.1,3,4,4,4,4,3,2,3,2,3.5
4470,809,23,Odessa,1,29.1,3,4,4,4,4,3,2,3,2,2.8
4471,809,23,Istanbul,1,29.1,3,4,4,4,4,3,2,3,2,3.1
4472,809,23,Cebu,1,29.1,3,4,4,4,4,3,2,3,2,2.8
4473,809,23,Lake Tahoe,1,29.1,3,4,4,4,4,3,2,3,2,3.4
4474,809,23,Debrecen,1,29.1,3,4,4,4,4,3,2,3,2,3.1
4475,810,49,Maun,2,28.7,5,1,2,4,2,5,2,2,1,4.2
4476,810,49,Lucca,2,28.7,5,1,2,4,2,5,2,2,1,3.9
4477,810,49,Cape Town,2,28.7,5,1,2,4,2,5,2,2,1,3.4
4478,810,49,Maseru,2,28.7,5,1,2,4,2,5,2,2,1,3.5
4479,811,34,Denver,2,25.6,5,3,3,3,2,5,2,4,2,3.6
4480,811,34,Tashkent,2,25.6,5,3,3,3,2,5,2,4,2,4.0
4481,811,34,São Tomé,2,25.6,5,3,3,3,2,5,2,4,2,3.4
4482,811,34,Naples,2,25.6,5,3,3,3,2,5,2,4,2,3.8
4483,811,34,Rotorua,2,25.6,5,3,3,3,2,5,2,4,2,3.7
4484,811,34,Whistler,2,25.6,5,3,3,3,2,5,2,4,2,3.7
4485,812,26,Taupo,2,15.1,3,4,1,2,3,4,0,5,2,3.8
4486,812,26,Tahiti,2,15.1,3,4,1,2,3,4,0,5,2,3.7
4487,812,26,Singapore,2,15.1,3,4,1,2,3,4,0,5,2,4.3
4488,812,26,Bled,2,15.1,3,4,1,2,3,4,0,5,2,3.7
4489,812,26,Cozumel,2,15.1,3,4,1,2,3,4,0,5,2,4.1
4490,812,26,Maseru,2,15.1,3,4,1,2,3,4,0,5,2,4.1
4491,812,26,Valencia,2,15.1,3,4,1,2,3,4,0,5,2,4.4
4492,812,26,Azores,2,15.1,3,4,1,2,3,4,0,5,2,3.9
4493,812,26,Búzios,2,15.1,3,4,1,2,3,4,0,5,2,4.2
4494,813,18,Mbabane,1,22.6,4,4,3,2,5,4,1,5,1,3.7
4495,813,18,Ghent,1,22.6,4,4,3,2,5,4,1,5,1,3.2
4496,813,18,Cotonou,1,22.6,4,4,3,2,5,4,1,5,1,3.0
4497,814,69,Mombasa,3,16.8,4,1,3,1,2,4,2,3,5,3.6
4498,814,69,Berlin,3,16.8,4,1,3,1,2,4,2,3,5,3.5
4499,814,69,Kaunas,3,16.8,4,1,3,1,2,4,2,3,5,4.1
4500,814,69,Byron Bay,3,16.8,4,1,3,1,2,4,2,3,5,3.7
4501,814,69,Sibiu,3,16.8,4,1,3,1,2,4,2,3,5,4.5
4502,815,35,Belize City,3,16.8,2,3,4,4,1,3,4,3,1,4.3
4503,815,35,Giza,3,16.8,2,3,4,4,1,3,4,3,1,4.2
4504,815,35,Gold Coast,3,16.8,2,3,4,4,1,3,4,3,1,4.5
4505,815,35,Cornwall,3,16.8,2,3,4,4,1,3,4,3,1,3.9
4506,816,45,Port of Spain,2,22.3,3,2,3,2,3,4,2,2,3,4.9
4507,816,45,Kaunas,2,22.3,3,2,3,2,3,4,2,2,3,4.9
4508,816,45,Salt Lake City,2,22.3,3,2,3,2,3,4,2,2,3,4.4
4509,816,45,Lille,2,22.3,3,2,3,2,3,4,2,2,3,4.5
4510,816,45,Moroni,2,22.3,3,2,3,2,3,4,2,2,3,4.4
4511,816,45,Ulaanbaatar,2,22.3,3,2,3,2,3,4,2,2,3,4.8
4512,816,45,Durban,2,22.3,3,2,3,2,3,4,2,2,3,4.5
4513,817,28,Tirana,2,24.9,3,3,3,3,4,4,1,4,1,4.2
4514,817,28,Johannesburg,2,24.9,3,3,3,3,4,4,1,4,1,4.0
4515,817,28,Ohrid,2,24.9,3,3,3,3,4,4,1,4,1,3.5
4516,817,28,Moscow,2,24.9,3,3,3,3,4,4,1,4,1,4.3
4517,817,28,Oaxaca City,2,24.9,3,3,3,3,4,4,1,4,1,4.3
4518,817,28,Montevideo,2,24.9,3,3,3,3,4,4,1,4,1,3.7
4519,817,28,Split,2,24.9,3,3,3,3,4,4,1,4,1,3.7
4520,817,28,San Andrés,2,24.9,3,3,3,3,4,4,1,4,1,4.1
4521,817,28,Seychelles,2,24.9,3,3,3,3,4,4,1,4,1,3.2
4522,817,28,Cleveland,2,24.9,3,3,3,3,4,4,1,4,1,3.7
4523,818,37,Windhoek,1,23.5,3,3,3,4,2,3,2,3,1,4.2
4524,818,37,Constanta,1,23.5,3,3,3,4,2,3,2,3,1,3.8
4525,819,21,San Juan,2,22.2,3,4,1,5,5,2,1,5,0,2.7
4526,819,21,Edinburgh,2,22.2,3,4,1,5,5,2,1,5,0,2.9
4527,819,21,Prague,2,22.2,3,4,1,5,5,2,1,5,0,2.9
4528,819,21,Atlanta,2,22.2,3,4,1,5,5,2,1,5,0,3.0
4529,819,21,Takayama,2,22.2,3,4,1,5,5,2,1,5,0,3.3
4530,819,21,Colmar,2,22.2,3,4,1,5,5,2,1,5,0,2.5
4531,819,21,Blantyre,2,22.2,3,4,1,5,5,2,1,5,0,3.0
4532,820,22,Tehran,1,28.8,2,5,3,3,5,3,2,3,2,3.2
4533,820,22,Dushanbe,1,28.8,2,5,3,3,5,3,2,3,2,3.8
4534,820,22,Savusavu,1,28.8,2,5,3,3,5,3,2,3,2,3.4
4535,820,22,Goa,1,28.8,2,5,3,3,5,3,2,3,2,3.6
4536,820,22,Bern,1,28.8,2,5,3,3,5,3,2,3,2,3.7
4537,820,22,Santa Cruz,1,28.8,2,5,3,3,5,3,2,3,2,3.8
4538,820,22,Caracas,1,28.8,2,5,3,3,5,3,2,3,2,3.3
4539,820,22,Sal,1,28.8,2,5,3,3,5,3,2,3,2,3.0
4540,820,22,El Chaltén,1,28.8,2,5,3,3,5,3,2,3,2,3.5
4541,820,22,Luang Prabang,1,28.8,2,5,3,3,5,3,2,3,2,3.0
4542,820,22,Barcelona,1,28.8,2,5,3,3,5,3,2,3,2,4.2
4543,820,22,Sedona,1,28.8,2,5,3,3,5,3,2,3,2,2.9
4544,820,22,Dar es Salaam,1,28.8,2,5,3,3,5,3,2,3,2,3.0
4545,820,22,Calgary,1,28.8,2,5,3,3,5,3,2,3,2,3.6
4546,820,22,Malé,1,28.8,2,5,3,3,5,3,2,3,2,3.0
4547,820,22,Ljubljana,1,28.8,2,5,3,3,5,3,2,3,2,3.3
4548,820,22,Takayama,1,28.8,2,5,3,3,5,3,2,3,2,3.6
4549,821,31,Maastricht,2,25.3,4,2,4,4,4,4,2,5,2,3.3
4550,821,31,Palawan,2,25.3,4,2,4,4,4,4,2,5,2,3.8
4551,821,31,Port Vila,2,25.3,4,2,4,4,4,4,2,5,2,3.7
4552,822,18,Cappadocia,2,21.5,2,2,3,5,4,2,1,4,0,4.0
4553,822,18,Tokyo,2,21.5,2,2,3,5,4,2,1,4,0,3.3
4554,822,18,Ashgabat,2,21.5,2,2,3,5,4,2,1,4,0,3.6
4555,822,18,Ha Long,2,21.5,2,2,3,5,4,2,1,4,0,3.7
4556,822,18,Tallinn,2,21.5,2,2,3,5,4,2,1,4,0,4.0
4557,822,18,Stone Town,2,21.5,2,2,3,5,4,2,1,4,0,3.6
4558,822,18,Plitvice Lakes,2,21.5,2,2,3,5,4,2,1,4,0,4.2
4559,822,18,Manama,2,21.5,2,2,3,5,4,2,1,4,0,3.6
4560,822,18,Lautoka,2,21.5,2,2,3,5,4,2,1,4,0,3.8
4561,823,22,Osaka,1,30.2,4,4,1,3,4,4,0,5,0,3.0
4562,823,22,Moroni,1,30.2,4,4,1,3,4,4,0,5,0,3.0
4563,823,22,Munich,1,30.2,4,4,1,3,4,4,0,5,0,3.6
4564,823,22,Minsk,1,30.2,4,4,1,3,4,4,0,5,0,3.4
4565,824,40,Samarkand,2,21.1,3,2,2,4,3,2,4,4,2,4.1
4566,824,40,Bora Bora,2,21.1,3,2,2,4,3,2,4,4,2,4.4
4567,824,40,Las Vegas,2,21.1,3,2,2,4,3,2,4,4,2,4.0
4568,824,40,Mbabane,2,21.1,3,2,2,4,3,2,4,4,2,4.5
4569,825,33,Brno,3,21.0,3,1,4,4,3,2,1,4,3,3.7
4570,825,33,Osaka,3,21.0,3,1,4,4,3,2,1,4,3,3.3
4571,825,33,Rovaniemi,3,21.0,3,1,4,4,3,2,1,4,3,3.7
4572,826,32,Galápagos Islands,1,17.9,3,3,3,2,3,3,1,5,2,3.8
4573,826,32,Ronda,1,17.9,3,3,3,2,3,3,1,5,2,4.3
4574,826,32,Ghent,1,17.9,3,3,3,2,3,3,1,5,2,3.9
4575,826,32,Madrid,1,17.9,3,3,3,2,3,3,1,5,2,3.6
4576,826,32,Seoul,1,17.9,3,3,3,2,3,3,1,5,2,4.5
4577,826,32,Austin,1,17.9,3,3,3,2,3,3,1,5,2,4.0
4578,826,32,Zanzibar,1,17.9,3,3,3,2,3,3,1,5,2,3.8
4579,827,30,Pokhara,1,24.8,5,1,2,2,3,3,2,5,3,3.8
4580,827,30,Sapa,1,24.8,5,1,2,2,3,3,2,5,3,4.3
4581,827,30,Los Angeles,1,24.8,5,1,2,2,3,3,2,5,3,4.4
4582,828,27,Sidi Bou Said,1,21.5,2,3,2,4,4,3,1,4,1,4.4
4583,828,27,Berlin,1,21.5,2,3,2,4,4,3,1,4,1,4.6
4584,828,27,Hoi An,1,21.5,2,3,2,4,4,3,1,4,1,3.6
4585,828,27,Delhi,1,21.5,2,3,2,4,4,3,1,4,1,4.2
4586,828,27,Siena,1,21.5,2,3,2,4,4,3,1,4,1,3.7
4587,828,27,Osaka,1,21.5,2,3,2,4,4,3,1,4,1,3.9
4588,829,24,Ha Long,1,24.3,2,3,3,3,5,2,1,4,1,4.1
4589,829,24,Lomé,1,24.3,2,3,3,3,5,2,1,4,1,4.2
4590,829,24,Wellington,1,24.3,2,3,3,3,5,2,1,4,1,3.9
4591,829,24,Krabi,1,24.3,2,3,3,3,5,2,1,4,1,4.1
4592,830,45,Tehran,3,24.7,2,3,3,3,2,2,1,4,1,4.4
4593,830,45,Sucre,3,24.7,2,3,3,3,2,2,1,4,1,4.3
